"ZIP CODE","BOROUGH","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","count"
"10034","MANHATTAN","WEST 207 STREET",NULL,"9 AVENUE",13
"11101","QUEENS","QUEENS BOULEVARD",NULL,"JACKSON AVENUE",13
"11207","BROOKLYN","JAMAICA AVENUE",NULL,"PENNSYLVANIA AVENUE",12
"11201","BROOKLYN","TILLARY STREET",NULL,"FLATBUSH AVENUE EXTENSION",12
"10458","BRONX","EAST FORDHAM ROAD",NULL,"WEBSTER AVENUE",12
NULL,NULL,"NEW YORK AVENUE                 ",NULL,NULL,12
NULL,NULL,"HARMAN STREET",NULL,NULL,12
NULL,NULL,"FLUSHING AVENUE                 ",NULL,NULL,12
"11434","QUEENS","SOUTH CONDUIT AVENUE",NULL,"FARMERS BOULEVARD",12
NULL,NULL,"EAST 167 STREET                 ",NULL,NULL,12
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"EAST 138 STREET",12
NULL,NULL,"33 STREET",NULL,NULL,12
NULL,NULL,"CONVENT AVENUE",NULL,NULL,12
NULL,NULL,"WHITE PLAINS ROAD",NULL,NULL,12
NULL,NULL,"CONEY ISLAND AVENUE             ",NULL,NULL,12
NULL,NULL,"BLEECKER STREET                 ",NULL,NULL,12
NULL,NULL,"SHELL ROAD",NULL,NULL,12
NULL,NULL,"FRANKLIN AVENUE                 ",NULL,NULL,12
NULL,NULL,"LENOX ROAD",NULL,NULL,12
NULL,NULL,"1 AVENUE                        ",NULL,NULL,12
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,NULL,12
NULL,NULL,"EAST 161 STREET                 ",NULL,NULL,12
NULL,NULL,"BAYCHESTER AVENUE",NULL,NULL,12
NULL,NULL,"LIBERTY AVENUE",NULL,"VANWYCK EXPRESSWAY",12
NULL,NULL,"EAST 173 STREET",NULL,NULL,12
NULL,NULL,"FARRAGUT ROAD",NULL,NULL,12
NULL,NULL,"WEST 146 STREET",NULL,NULL,12
NULL,NULL,"SPRINGFIELD BOULEVARD",NULL,NULL,12
NULL,NULL,"G.C.P. / LAGUARDIA (CDR)",NULL,NULL,12
NULL,NULL,"COLUMBUS AVENUE                 ",NULL,NULL,12
NULL,NULL,"PARSONS BOULEVARD",NULL,NULL,12
NULL,NULL,"WEST 35 STREET",NULL,NULL,12
NULL,NULL,"CROSS ISLAND PARKWAY",NULL,"LINDEN BOULEVARD",12
NULL,NULL,"RICHMOND ROAD",NULL,NULL,12
NULL,NULL,"CRESCENT STREET",NULL,NULL,12
NULL,NULL,"MACOMBS DAM BRIDGE",NULL,"MAJOR DEEGAN EXPRESSWAY",12
NULL,NULL,"CHURCH AVENUE",NULL,"OCEAN PARKWAY",12
NULL,NULL,"SNYDER AVENUE",NULL,NULL,12
NULL,NULL,"CLAY AVENUE",NULL,NULL,12
NULL,NULL,"DYCKMAN STREET                  ",NULL,NULL,12
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"109 AVENUE",12
NULL,NULL,"JAY STREET",NULL,NULL,12
NULL,NULL,"WEST 8 STREET",NULL,NULL,11
NULL,NULL,"BROOKLYN AVENUE                 ",NULL,NULL,11
NULL,NULL,"AUDUBON AVENUE",NULL,NULL,11
NULL,NULL,"MAURICE AVENUE",NULL,"BORDEN AVENUE",11
NULL,NULL,"EAST HOUSTON STREET",NULL,NULL,11
NULL,NULL,"ROCKAWAY AVENUE",NULL,NULL,11
NULL,NULL,"WEST TREMONT AVENUE",NULL,NULL,11
NULL,NULL,"AVENUE A",NULL,NULL,11
NULL,NULL,"JEFFERSON STREET",NULL,NULL,11
NULL,NULL,"PACIFIC STREET                  ",NULL,NULL,11
NULL,NULL,"REID AVENUE",NULL,NULL,11
NULL,NULL,"SUTTER AVENUE                   ",NULL,NULL,11
NULL,NULL,"RICHMOND AVENUE",NULL,"FOREST HILL ROAD",11
NULL,NULL,"WEST FORDHAM ROAD               ",NULL,NULL,11
NULL,NULL,"WHITE PLAINS ROAD",NULL,"WESTCHESTER AVENUE",11
NULL,NULL,"GRAND CENTRAL PARKWAY",NULL,"MAIN STREET",11
NULL,NULL,"150 STREET",NULL,NULL,11
NULL,NULL,"25 AVENUE",NULL,NULL,11
NULL,NULL,"26 AVENUE",NULL,NULL,11
NULL,NULL,"WEST 11 STREET",NULL,NULL,11
NULL,NULL,"VANDAM STREET",NULL,"BORDEN AVENUE",11
NULL,NULL,"AMBOY ROAD",NULL,NULL,11
NULL,NULL,"31 STREET",NULL,"ASTORIA BOULEVARD",11
NULL,NULL,"YORK AVENUE",NULL,NULL,11
NULL,NULL,"EAST 138 STREET",NULL,NULL,11
NULL,NULL,"WEST 151 STREET",NULL,NULL,11
NULL,NULL,"FARMERS BOULEVARD               ",NULL,NULL,11
NULL,NULL,"WEST 149 STREET",NULL,NULL,11
NULL,NULL,"EVERGREEN AVENUE                ",NULL,NULL,11
NULL,NULL,"SOUTHERN BOULEVARD",NULL,NULL,11
NULL,NULL,"KENT AVENUE",NULL,NULL,11
NULL,NULL,"CENTRAL PARK WEST               ",NULL,NULL,11
NULL,NULL,"EAST 42 STREET",NULL,NULL,11
NULL,NULL,"SOUTH CONDUIT AVENUE",NULL,NULL,11
NULL,NULL,"ADAMS STREET",NULL,NULL,11
NULL,NULL,"HILLSIDE AVENUE                 ",NULL,NULL,11
NULL,NULL,"WEST 34 STREET",NULL,NULL,11
NULL,NULL,"EAST TREMONT AVENUE             ",NULL,NULL,11
NULL,NULL,"VARICK STREET",NULL,NULL,11
NULL,NULL,"STUYVESANT AVENUE",NULL,NULL,11
NULL,NULL,"MORRIS AVENUE                   ",NULL,NULL,11
NULL,NULL,"SHERMAN AVENUE                  ",NULL,NULL,11
NULL,NULL,"ASTORIA BOULEVARD",NULL,NULL,11
NULL,NULL,"RICHMOND AVENUE",NULL,NULL,11
NULL,NULL,"CROSS BRONX EXTENTION",NULL,NULL,11
NULL,NULL,"BELL BOULEVARD",NULL,NULL,11
NULL,NULL,"160 STREET",NULL,NULL,11
NULL,NULL,"TOMPKINS AVENUE                 ",NULL,NULL,11
"11203","BROOKLYN","KINGS HIGHWAY",NULL,"CHURCH AVENUE",11
"11373","QUEENS","QUEENS BOULEVARD",NULL,"WOODHAVEN BOULEVARD",11
"11207","BROOKLYN","PENNSYLVANIA AVENUE             ",NULL,"ATLANTIC AVENUE",11
"10470","BRONX","EAST 233 STREET",NULL,"WEBSTER AVENUE",11
"11236","BROOKLYN","ROCKAWAY PARKWAY",NULL,"SEAVIEW AVENUE",11
"11217","BROOKLYN","FLATBUSH AVENUE",NULL,"ATLANTIC AVENUE",11
"10012","MANHATTAN","BOWERY",NULL,"DELANCEY STREET",11
"11249","BROOKLYN","FLUSHING AVENUE",NULL,"CLASSON AVENUE",11
"11101","QUEENS","VANDAM STREET",NULL,"47 AVENUE",11
"11207","BROOKLYN","LINDEN BOULEVARD",NULL,"ASHFORD STREET",11
"10475","BRONX","BARTOW AVENUE",NULL,"BAYCHESTER AVENUE",11
"10451","BRONX","EAST 138 STREET                 ",NULL,"EXTERIOR STREET",11
"11217","BROOKLYN","ATLANTIC AVENUE",NULL,"6 AVENUE",11
"10451","BRONX","EAST 149 STREET",NULL,"MORRIS AVENUE",10
"11413","QUEENS","SPRINGFIELD BOULEVARD",NULL,"MERRICK BOULEVARD",10
"10459","BRONX","BRUCKNER BOULEVARD              ",NULL,"HUNTS POINT AVENUE",10
"10036","MANHATTAN","WEST 42 STREET",NULL,"10 AVENUE",10
"10451","BRONX","MAJOR DEEGAN EXPRESSWAY",NULL,"EAST 138 STREET",10
"11236","BROOKLYN","EAST 80 STREET",NULL,"FLATLANDS AVENUE",10
"10453","BRONX","GRAND CONCOURSE",NULL,"EAST 176 STREET",10
"11231","BROOKLYN","HAMILTON AVENUE",NULL,"COURT STREET",10
"10472","BRONX","WESTCHESTER AVENUE",NULL,"WHITLOCK AVENUE",10
"10017","MANHATTAN","3 AVENUE",NULL,"EAST 42 STREET",10
"11201","BROOKLYN","ADAMS STREET",NULL,"TILLARY STREET",10
"11234","BROOKLYN","KINGS HIGHWAY",NULL,"UTICA AVENUE",10
"11218","BROOKLYN","OCEAN PARKWAY",NULL,"DITMAS AVENUE",10
"11207","BROOKLYN","PENNSYLVANIA AVENUE",NULL,"PITKIN AVENUE",10
"10002","MANHATTAN","CHRYSTIE STREET",NULL,"DELANCEY STREET",10
"10035","MANHATTAN","EAST 125 STREET",NULL,"MADISON AVENUE",10
"11413","QUEENS","SOUTH CONDUIT AVENUE",NULL,"SPRINGFIELD BOULEVARD",10
"10457","BRONX","EAST TREMONT AVENUE",NULL,"ANTHONY AVENUE",10
"11422","QUEENS","BROOKVILLE BOULEVARD",NULL,"SOUTH CONDUIT AVENUE",10
"10470","BRONX","WEBSTER AVENUE",NULL,"EAST 233 STREET",10
"11363","QUEENS","NORTHERN BOULEVARD",NULL,"CROSS ISLAND PARKWAY",10
"10459","BRONX","BRUCKNER BOULEVARD",NULL,"BARRETTO STREET",10
"10017","MANHATTAN","2 AVENUE",NULL,"EAST 48 STREET",10
"10468","BRONX","WEST KINGSBRIDGE ROAD",NULL,"UNIVERSITY AVENUE",10
"11206","BROOKLYN","FLUSHING AVENUE",NULL,"THROOP AVENUE",10
NULL,NULL,"UNION TURNPIKE",NULL,NULL,10
NULL,NULL,"WEST 141 STREET",NULL,NULL,10
NULL,NULL,"HAMILTON AVENUE",NULL,NULL,10
NULL,NULL,"BEACH CHANNEL DRIVE             ",NULL,NULL,10
NULL,NULL,"4 AVENUE                        ",NULL,NULL,10
NULL,NULL,"CROSS ISLAND PARKWAY",NULL,"HILLSIDE AVENUE",10
NULL,NULL,"164 STREET",NULL,"GRAND CENTRAL PARKWAY",10
NULL,NULL,"WEST 180 STREET",NULL,NULL,10
"11434","QUEENS","MERRICK BOULEVARD",NULL,"BAISLEY BOULEVARD",10
NULL,NULL,"155 STREET",NULL,NULL,10
NULL,NULL,"108 STREET",NULL,"HORACE HARDING EXPRESSWAY",10
NULL,NULL,"LIVINGSTON STREET",NULL,NULL,10
NULL,NULL,"EAST 135 STREET",NULL,"3 AVENUE",10
NULL,NULL,"WEST 6 STREET",NULL,NULL,10
NULL,NULL,"64 STREET",NULL,NULL,10
NULL,NULL,"147 STREET",NULL,NULL,10
NULL,NULL,"LINDEN PLACE",NULL,NULL,10
NULL,NULL,"WEST 135 STREET                 ",NULL,NULL,10
NULL,NULL,"63 STREET",NULL,NULL,10
NULL,NULL,"WEST 43 STREET",NULL,NULL,10
NULL,NULL,"37 AVENUE",NULL,NULL,10
NULL,NULL,"ROCKAWAY FREEWAY",NULL,NULL,10
NULL,NULL,"41 AVENUE",NULL,NULL,10
NULL,NULL,"ROCKAWAY BOULEVARD              ",NULL,"BROOKVILLE BOULEVARD",10
NULL,NULL,"DITMARS BOULEVARD",NULL,NULL,10
NULL,NULL,"MAIN STREET                     ",NULL,NULL,10
NULL,NULL,"EAST 149 STREET",NULL,NULL,10
"11434","QUEENS","NORTH CONDUIT AVENUE",NULL,"160 STREET",10
NULL,NULL,"WEST 150 STREET",NULL,NULL,10
NULL,NULL,"MARION AVENUE",NULL,NULL,10
NULL,NULL,"30 AVENUE",NULL,NULL,10
NULL,NULL,"65 STREET                       ",NULL,NULL,10
NULL,NULL,"NEW ENGLAND THRUWAY RAMP",NULL,NULL,10
NULL,NULL,"MADISON STREET",NULL,NULL,10
NULL,NULL,"NEW LOTS AVENUE",NULL,NULL,10
NULL,NULL,"STANHOPE STREET",NULL,NULL,10
NULL,NULL,"ROCKAWAY BOULEVARD",NULL,"VANWYCK EXPRESSWAY",10
NULL,NULL,"LIE OUTER ROADWAY (CDR)",NULL,NULL,10
NULL,NULL,"ANTHONY AVENUE",NULL,NULL,10
NULL,NULL,"VANWYCK EXPRESSWAY              ",NULL,"ROCKAWAY BOULEVARD",10
NULL,NULL,"WEST 207 STREET                 ",NULL,NULL,10
NULL,NULL,"HIMROD STREET",NULL,NULL,10
NULL,NULL,"KINGSTON AVENUE                 ",NULL,NULL,10
NULL,NULL,"WEST 129 STREET",NULL,NULL,10
NULL,NULL,"GRAND AVENUE",NULL,NULL,10
NULL,NULL,"48 STREET",NULL,NULL,10
NULL,NULL,"85 STREET",NULL,NULL,10
NULL,NULL,"TILLARY STREET                  ",NULL,NULL,9
NULL,NULL,"WEST 36 STREET",NULL,NULL,9
NULL,NULL,"AVENUE J",NULL,NULL,9
NULL,NULL,"WEST 4 STREET",NULL,NULL,9
NULL,NULL,"MARCY AVENUE                    ",NULL,NULL,9
NULL,NULL,"WEST 40 STREET",NULL,NULL,9
"11434","QUEENS","BAISLEY BOULEVARD",NULL,"BREWER BOULEVARD",9
NULL,NULL,"LIE LOWER LEVEL (CDR)",NULL,NULL,9
NULL,NULL,"ARDEN AVENUE",NULL,NULL,9
NULL,NULL,"17 AVENUE",NULL,NULL,9
NULL,NULL,"101 AVENUE",NULL,NULL,9
NULL,NULL,"84 STREET",NULL,NULL,9
NULL,NULL,"BAY RIDGE PARKWAY",NULL,NULL,9
NULL,NULL,"19 AVENUE",NULL,NULL,9
NULL,NULL,"BERGEN STREET                   ",NULL,NULL,9
NULL,NULL,"COLLEGE POINT BOULEVARD         ",NULL,NULL,9
NULL,NULL,"20 AVENUE",NULL,"WHITESTONE EXPRESSWAY",9
NULL,NULL,"CRESCENT STREET                 ",NULL,NULL,9
NULL,NULL,"6 AVENUE",NULL,NULL,9
NULL,NULL,"CROSS BRONX EXPRESSWAY",NULL,"NOBLE AVENUE",9
NULL,NULL,"58 STREET",NULL,NULL,9
NULL,NULL,"BOOTH MEMORIAL AVENUE",NULL,NULL,9
NULL,NULL,"CROSS ISLAND PARKWAY",NULL,"UNION TURNPIKE",9
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"HILLSIDE AVENUE",9
NULL,NULL,"47 STREET",NULL,NULL,9
NULL,NULL,"WEST 13 STREET",NULL,NULL,9
NULL,NULL,"WEST 132 STREET",NULL,NULL,9
NULL,NULL,"32 AVENUE",NULL,NULL,9
NULL,NULL,"WEST STREET                     ",NULL,NULL,9
NULL,NULL,"EAST 135 STREET",NULL,NULL,9
NULL,NULL,"EAST 149 STREET                 ",NULL,NULL,9
NULL,NULL,"UNION TURNPIKE",NULL,"METROPOLITAN AVENUE",9
NULL,NULL,"EAST 165 STREET                 ",NULL,NULL,9
NULL,NULL,"EAST 166 STREET",NULL,NULL,9
NULL,NULL,"UNDERCLIFF AVENUE",NULL,NULL,9
NULL,NULL,"EAST 184 STREET",NULL,NULL,9
NULL,NULL,"TELLER AVENUE",NULL,NULL,9
NULL,NULL,"BAINBRIDGE AVENUE",NULL,NULL,9
NULL,NULL,"EAST 233 STREET",NULL,NULL,9
NULL,NULL,"EAST 34 STREET",NULL,NULL,9
NULL,NULL,"STARR STREET",NULL,NULL,9
NULL,NULL,"STANLEY AVENUE                  ",NULL,NULL,9
NULL,NULL,"STANLEY AVENUE",NULL,NULL,9
NULL,NULL,"EAST 63 STREET",NULL,NULL,9
NULL,NULL,"EAST FORDHAM ROAD               ",NULL,NULL,9
NULL,NULL,"SMITH STREET",NULL,NULL,9
NULL,NULL,"SHORE ROAD",NULL,"BARTOW CIRCLE",9
NULL,NULL,"EAST NEW YORK AVENUE            ",NULL,NULL,9
NULL,NULL,"AVENUE Z",NULL,NULL,9
NULL,NULL,"SEDGWICK AVENUE                 ",NULL,NULL,9
NULL,NULL,"WASHINGTON STREET",NULL,NULL,9
NULL,NULL,"EDGECOMBE AVENUE",NULL,NULL,9
NULL,NULL,"WHITESTONE EXPRESSWAY",NULL,"20 AVENUE",9
NULL,NULL,"EMPIRE BOULEVARD                ",NULL,NULL,9
NULL,NULL,"EXTERIOR STREET",NULL,NULL,9
NULL,NULL,"SCHENECTADY AVENUE              ",NULL,NULL,9
NULL,NULL,"AVENUE X",NULL,NULL,9
NULL,NULL,"WEST 152 STREET",NULL,NULL,9
NULL,NULL,"SAINT JOHNS PLACE               ",NULL,NULL,9
NULL,NULL,"RICHMOND AVENUE",NULL,"PLATINUM AVENUE",9
NULL,NULL,"GRANT HIGHWAY",NULL,NULL,9
NULL,NULL,"WEST 179 STREET",NULL,NULL,9
NULL,NULL,"GROVE STREET",NULL,NULL,9
NULL,NULL,"BRIGHTON BEACH AVENUE",NULL,NULL,9
NULL,NULL,"WOODHAVEN BOULEVARD",NULL,"ELIOT AVENUE",9
NULL,NULL,"HALSEY STREET                   ",NULL,NULL,9
NULL,NULL,"WEBSTER AVENUE",NULL,"CROSS BRONX EXPRESSWAY",9
NULL,NULL,"HOWARD AVENUE",NULL,NULL,9
NULL,NULL,"HUDSON STREET",NULL,NULL,9
"11427","QUEENS","HILLSIDE AVENUE",NULL,"212 STREET",9
NULL,NULL,"WINTHROP STREET                 ",NULL,NULL,9
NULL,NULL,"JAMAICA AVENUE",NULL,"VANWYCK EXPRESSWAY",9
NULL,NULL,"JAMAICA AVENUE                  ",NULL,NULL,9
NULL,NULL,"NELSON AVENUE",NULL,NULL,9
NULL,NULL,"WEST 31 STREET",NULL,NULL,9
NULL,NULL,"MOSHOLU PARKWAY                 ",NULL,NULL,9
NULL,NULL,"KINGS HIGHWAY                   ",NULL,NULL,9
NULL,NULL,"BROADWAY",NULL,"WEST 225 STREET",9
NULL,NULL,"WEST 33 STREET",NULL,NULL,9
"10451","BRONX","GRAND CONCOURSE",NULL,"EAST 149 STREET",9
"10002","MANHATTAN","DELANCEY STREET",NULL,"CLINTON STREET",9
"10459","BRONX","BRUCKNER BOULEVARD",NULL,"BRYANT AVENUE",9
"11234","BROOKLYN","RALPH AVENUE",NULL,"FLATLANDS AVENUE",9
"10029","MANHATTAN","EAST 116 STREET",NULL,"3 AVENUE",9
"10456","BRONX","3 AVENUE",NULL,"EAST 163 STREET",9
"11212","BROOKLYN","LINDEN BOULEVARD",NULL,"ROCKAWAY PARKWAY",9
"10022","MANHATTAN","3 AVENUE",NULL,"EAST 59 STREET",9
"11212","BROOKLYN","LINDEN BOULEVARD",NULL,"ROCKAWAY AVENUE",9
"10456","BRONX","EAST 163 STREET",NULL,"3 AVENUE",9
"11221","BROOKLYN","DE KALB AVENUE",NULL,"WILSON AVENUE",9
"11368","QUEENS","NORTHERN BOULEVARD",NULL,"126 STREET",9
"10462","BRONX","CROSS BRONX EXPRESSWAY",NULL,"CASTLE HILL AVENUE",9
"11207","BROOKLYN","ATLANTIC AVENUE",NULL,"BRADFORD STREET",9
"11230","BROOKLYN","OCEAN PARKWAY",NULL,"AVENUE I",9
"11201","BROOKLYN","TILLARY STREET",NULL,"GOLD STREET",9
"10039","MANHATTAN","WEST 145 STREET",NULL,"7 AVENUE",9
"11201","BROOKLYN","ATLANTIC AVENUE",NULL,"HICKS STREET",9
"11222","BROOKLYN","MC GUINNESS BOULEVARD",NULL,"GREENPOINT AVENUE",9
"11201","BROOKLYN","FLATBUSH AVENUE EXTENSION",NULL,"TILLARY STREET",9
"11233","BROOKLYN","ATLANTIC AVENUE",NULL,"SARATOGA AVENUE",9
"10306","STATEN ISLAND","HYLAN BOULEVARD",NULL,"LINCOLN AVENUE",9
"10013","MANHATTAN","CANAL STREET",NULL,"BROADWAY",9
"11201","BROOKLYN","FLATBUSH AVENUE EXTENSION       ",NULL,"TILLARY STREET",9
"10065","MANHATTAN","EAST 62 STREET",NULL,"YORK AVENUE",9
"10465","BRONX","EAST GUN HILL ROAD              ",NULL,"BRONX RIVER PARKWAY",9
"11207","BROOKLYN","PENNSYLVANIA AVENUE",NULL,"SUTTER AVENUE",9
"11417","QUEENS","NORTH CONDUIT AVENUE",NULL,"84 STREET",9
"10468","BRONX","WEST FORDHAM ROAD",NULL,"CEDAR AVENUE",9
"11207","BROOKLYN","PENNSYLVANIA AVENUE",NULL,"FLATLANDS AVENUE",9
"10475","BRONX","BOSTON ROAD",NULL,"CONNER STREET",9
"11218","BROOKLYN","OCEAN PARKWAY",NULL,"BEVERLEY ROAD",9
"10466","BRONX","EAST 233 STREET",NULL,"BRONX BOULEVARD",9
"10457","BRONX","3 AVENUE",NULL,"CLAREMONT PARKWAY",9
"11416","QUEENS","WOODHAVEN BOULEVARD",NULL,"101 AVENUE",9
"10453","BRONX","UNIVERSITY AVENUE",NULL,"WEST 174 STREET",9
"11420","QUEENS","NORTH CONDUIT AVENUE",NULL,"134 STREET",9
"10458","BRONX","SOUTHERN BOULEVARD",NULL,"EAST FORDHAM ROAD",9
"11230","BROOKLYN","AVENUE I",NULL,"OCEAN PARKWAY",9
"10454","BRONX","WILLIS AVENUE",NULL,"EAST 135 STREET",9
"10012","MANHATTAN","EAST HOUSTON STREET",NULL,"BOWERY",8
"10128","MANHATTAN","1 AVENUE",NULL,"EAST 96 STREET",8
"11207","BROOKLYN","PENNSYLVANIA AVENUE",NULL,"COZINE AVENUE",8
"10457","BRONX","EAST TREMONT AVENUE",NULL,"WEBSTER AVENUE",8
"11213","BROOKLYN","BUFFALO AVENUE",NULL,"EASTERN PARKWAY",8
"10455","BRONX","EAST 149 STREET",NULL,"3 AVENUE",8
"11214","BROOKLYN","BAY PARKWAY",NULL,"CROPSEY AVENUE",8
"10022","MANHATTAN","EAST 59 STREET",NULL,"2 AVENUE",8
"11218","BROOKLYN","OCEAN PARKWAY",NULL,"CORTELYOU ROAD",8
"10007","MANHATTAN","WEST STREET",NULL,"MURRAY STREET",8
"11101","QUEENS","QUEENS BOULEVARD",NULL,"39 STREET",8
"11207","BROOKLYN","ATLANTIC AVENUE",NULL,"WARWICK STREET",8
"10459","BRONX","BRUCKNER BOULEVARD",NULL,"LAFAYETTE AVENUE",8
"11385","QUEENS","VERMONT PLACE",NULL,"CYPRESS AVENUE",8
"11416","QUEENS","ATLANTIC AVENUE",NULL,"WOODHAVEN BOULEVARD",8
"10468","BRONX","UNIVERSITY AVENUE",NULL,"WEST FORDHAM ROAD",8
"11220","BROOKLYN","3 AVENUE",NULL,"60 STREET",8
"11201","BROOKLYN","CADMAN PLAZA WEST",NULL,"PROSPECT STREET",8
"11219","BROOKLYN","65 STREET                       ",NULL,"FORT HAMILTON PARKWAY",8
"11236","BROOKLYN","ROCKAWAY PARKWAY",NULL,"GLENWOOD ROAD",8
"10019","MANHATTAN","WEST 56 STREET",NULL,"12 AVENUE",8
"10451","BRONX","EXTERIOR STREET",NULL,"EAST 138 STREET",8
"11413","QUEENS","SOUTH CONDUIT AVENUE",NULL,"LANSING AVENUE",8
"10040","MANHATTAN","DYCKMAN STREET",NULL,"NAGLE AVENUE",8
"11230","BROOKLYN","OCEAN PARKWAY",NULL,"AVENUE J",8
"11220","BROOKLYN","65 STREET",NULL,"7 AVENUE",8
"10451","BRONX","EAST 149 STREET",NULL,"GRAND CONCOURSE",8
"10036","MANHATTAN","WEST 41 STREET",NULL,"10 AVENUE",8
"10065","MANHATTAN","YORK AVENUE",NULL,"EAST 62 STREET",8
"10451","BRONX","EAST 161 STREET",NULL,"MELROSE AVENUE",8
"11354","QUEENS","NORTHERN BOULEVARD",NULL,"UNION STREET",8
"10454","BRONX","BRUCKNER BOULEVARD",NULL,"EAST 140 STREET",8
"10458","BRONX","EAST FORDHAM ROAD",NULL,"VALENTINE AVENUE",8
"11373","QUEENS","QUEENS BOULEVARD",NULL,"57 AVENUE",8
"11234","BROOKLYN","UTICA AVENUE",NULL,"GLENWOOD ROAD",8
"11217","BROOKLYN","ATLANTIC AVENUE",NULL,"FORT GREENE PLACE",8
"10458","BRONX","EAST FORDHAM ROAD               ",NULL,"SOUTHERN BOULEVARD",8
"11385","QUEENS","CYPRESS HILLS STREET            ",NULL,"CYPRESS AVENUE",8
"10013","MANHATTAN","VARICK STREET",NULL,"CANAL STREET",8
"11223","BROOKLYN","OCEAN PARKWAY",NULL,"AVENUE S",8
"10453","BRONX","CEDAR AVENUE",NULL,"WEST 179 STREET",8
"10467","BRONX","EAST GUN HILL ROAD",NULL,"HULL AVENUE",8
"11233","BROOKLYN","EASTERN PARKWAY",NULL,"ROCKAWAY AVENUE",8
"10451","BRONX","EAST 163 STREET",NULL,"WASHINGTON AVENUE",8
"10002","MANHATTAN","DELANCEY STREET",NULL,"CHRYSTIE STREET",8
"11422","QUEENS","SUNRISE HIGHWAY",NULL,"HOOK CREEK BOULEVARD",8
"10454","BRONX","BRUCKNER BOULEVARD",NULL,"SAINT ANNS AVENUE",8
"10013","MANHATTAN","CANAL STREET",NULL,"WEST BROADWAY",8
"11385","QUEENS","WOODHAVEN BOULEVARD",NULL,"73 AVENUE",8
NULL,NULL,"7 AVENUE SOUTH",NULL,NULL,8
NULL,NULL,"EAST 172 STREET",NULL,NULL,8
NULL,NULL,"39 AVENUE",NULL,NULL,8
NULL,NULL,"WEST 32 STREET",NULL,NULL,8
NULL,NULL,"HOLLIS AVENUE",NULL,NULL,8
NULL,NULL,"39 STREET",NULL,NULL,8
NULL,NULL,"HORACE HARDING EXPRESSWAY",NULL,"108 STREET",8
NULL,NULL,"HORACE HARDING EXPRESSWAY",NULL,"JUNCTION BOULEVARD",8
NULL,NULL,"PEARL STREET",NULL,NULL,8
NULL,NULL,"WEST 169 STREET",NULL,NULL,8
NULL,NULL,"DEAN STREET                     ",NULL,NULL,8
NULL,NULL,"WASHINGTON AVENUE               ",NULL,NULL,8
NULL,NULL,"PARKSIDE AVENUE",NULL,NULL,8
NULL,NULL,"PARK PLACE                      ",NULL,NULL,8
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"ZEREGA AVENUE",8
NULL,NULL,"AVENUE P",NULL,NULL,8
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"FOCH BOULEVARD",8
NULL,NULL,"EAST 138 STREET                 ",NULL,NULL,8
NULL,NULL,"HUGUENOT AVENUE",NULL,NULL,8
NULL,NULL,"108 STREET",NULL,NULL,8
NULL,NULL,"HYLAN BOULEVARD",NULL,"NARROWS ROAD SOUTH",8
NULL,NULL,"HYLAN BOULEVARD                 ",NULL,NULL,8
NULL,NULL,"ROCHESTER AVENUE                ",NULL,NULL,8
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"BRONX RIVER AVENUE",8
NULL,NULL,"EAST 168 STREET",NULL,NULL,8
NULL,NULL,"CROWN STREET",NULL,NULL,8
NULL,NULL,"IRVING AVENUE                   ",NULL,NULL,8
NULL,NULL,"OCEAN PARKWAY",NULL,"CHURCH AVENUE",8
NULL,NULL,"BORDEN AVENUE",NULL,"MAURICE AVENUE",8
NULL,NULL,"164 STREET",NULL,NULL,8
NULL,NULL,"111 AVENUE",NULL,NULL,8
NULL,NULL,"RIVERDALE AVENUE",NULL,NULL,8
NULL,NULL,"WESTCHESTER AVENUE",NULL,NULL,8
NULL,NULL,"JAMAICA AVENUE",NULL,"212 STREET",8
NULL,NULL,"NORTHERN BOULEVARD",NULL,"CLEARVIEW EXPRESSWAY",8
NULL,NULL,"NORTHERN BOULEVARD",NULL,"48 STREET",8
NULL,NULL,"VICTORY BOULEVARD",NULL,"RICHMOND AVENUE",8
NULL,NULL,"RICHMOND ROAD                   ",NULL,NULL,8
NULL,NULL,"ATLANTIC AVENUE",NULL,"CLEVELAND STREET",8
NULL,NULL,"116 AVENUE",NULL,NULL,8
NULL,NULL,"AVENUE OF THE AMERICAS          ",NULL,NULL,8
NULL,NULL,"NEW UTRECHT AVENUE",NULL,NULL,8
NULL,NULL,"FLATBUSH AVENUE",NULL,"GLENWOOD ROAD",8
"11434","QUEENS","ROCKAWAY BOULEVARD              ",NULL,"BREWER BOULEVARD",8
NULL,NULL,"MACOMBS DAM BRIDGE              ",NULL,NULL,8
NULL,NULL,"WYTHE AVENUE",NULL,NULL,8
NULL,NULL,"BRIGHTON 6 STREET",NULL,NULL,8
NULL,NULL,"THIRD AVE BRIDGE",NULL,NULL,8
NULL,NULL,"60 STREET",NULL,NULL,8
